samples
TCGA-AC-A2FM-11B
TCGA-E2-A15K-11A
TCGA-BH-A209-11A
TCGA-E9-A1RI-11A
TCGA-E9-A1RF-11A
TCGA-BH-A1FG-11B
TCGA-E9-A1ND-11A
TCGA-BH-A0DK-11A
TCGA-BH-A1EU-11A
TCGA-E9-A1NG-11A
TCGA-BH-A1F6-11B
TCGA-BH-A0BJ-11A
TCGA-E2-A1BC-11A
TCGA-E2-A1LB-11A
TCGA-E2-A15I-11A
TCGA-BH-A0BV-11A
TCGA-BH-A0DG-11A
TCGA-BH-A1FN-11A
TCGA-BH-A208-11A
TCGA-A7-A0CE-11A
TCGA-E9-A1N4-11A
TCGA-BH-A0C3-11A
TCGA-A7-A13G-11A
TCGA-BH-A1FM-11B
TCGA-BH-A0DQ-11A
TCGA-A7-A13E-11A
TCGA-E2-A1LS-11A
TCGA-BH-A0AY-11A
TCGA-BH-A0BT-11A
TCGA-BH-A0AU-11A
TCGA-BH-A0AZ-11A
TCGA-BH-A0E1-11A
TCGA-E9-A1RH-11A
TCGA-BH-A1EV-11A
TCGA-BH-A1FC-11A
TCGA-E9-A1N5-11A
TCGA-BH-A1FR-11B
TCGA-BH-A0BC-11A
TCGA-BH-A1ET-11B
TCGA-BH-A0HK-11A
TCGA-A7-A0DC-11A
TCGA-BH-A0C0-11A
TCGA-E2-A1L7-11A
TCGA-BH-A1FD-11B
TCGA-BH-A0HA-11A
TCGA-BH-A0BS-11A
TCGA-E9-A1NA-11A
TCGA-BH-A0BZ-11A
TCGA-BH-A1FE-11B
TCGA-BH-A1EN-11A
TCGA-BH-A1FB-11A
TCGA-E9-A1NF-11A
TCGA-BH-A1FJ-11B
TCGA-BH-A1F8-11B
TCGA-A7-A0DB-11A
TCGA-BH-A0B3-11B
TCGA-BH-A0DP-11A
TCGA-E9-A1N6-11A
TCGA-E9-A1R7-11A
TCGA-BH-A1EW-11B
TCGA-BH-A1F2-11A
TCGA-AC-A23H-11A
TCGA-BH-A1EO-11A
TCGA-AC-A2FB-11A
TCGA-E9-A1RC-11A
TCGA-BH-A0DZ-11A
TCGA-BH-A204-11A
TCGA-A7-A13F-11A
TCGA-BH-A0H7-11A
TCGA-E9-A1RB-11A
TCGA-BH-A1F0-11B
TCGA-BH-A0DV-11A
TCGA-E9-A1RD-11A
TCGA-BH-A1FH-11B
TCGA-A7-A0D9-11A
TCGA-W5-AA2X-11A
TCGA-W5-AA2Q-11A
TCGA-ZU-A8S4-11A
TCGA-W5-AA30-11A
TCGA-W5-AA2R-11A
TCGA-W5-AA31-11A
TCGA-W5-AA2I-11A
TCGA-W5-AA2U-11A
TCGA-W5-AA34-11A
TCGA-B0-4712-11A
TCGA-CZ-4865-11A
TCGA-CZ-4864-11A
TCGA-CZ-5457-11A
TCGA-B0-5712-11A
TCGA-CZ-5463-11A
TCGA-CZ-5462-11A
TCGA-CZ-5466-11A
TCGA-CZ-5453-11A
TCGA-CZ-5455-11A
TCGA-CZ-5468-11A
TCGA-B0-5711-11A
TCGA-CZ-4863-11A
TCGA-CZ-5451-11A
TCGA-CZ-5467-11A
TCGA-CZ-5452-11A
TCGA-CZ-5469-11A
TCGA-CZ-5465-11A
TCGA-CZ-5454-11A
TCGA-CZ-5470-11A
TCGA-CZ-5456-11A
TCGA-CZ-5458-11A
TCGA-CZ-5461-11A
TCGA-B0-5402-11A
TCGA-MY-A5BF-11A
TCGA-FU-A3EO-11A
TCGA-HM-A3JJ-11A
TCGA-P8-A5KD-11A
TCGA-SQ-A6I4-11A
TCGA-P8-A5KC-11A
TCGA-CV-7255-11A
TCGA-CV-6938-11A
TCGA-CV-6934-11A
TCGA-CV-6955-11A
TCGA-CV-6936-11A
TCGA-CV-7101-11A
TCGA-CV-6962-11A
TCGA-CV-6959-11A
TCGA-CV-6933-11A
TCGA-CV-7245-11A
TCGA-CV-6943-11A
TCGA-CV-6956-11A
TCGA-CV-7178-11A
TCGA-CV-7103-11A
TCGA-CV-7250-11A
TCGA-CV-7238-11A
TCGA-CV-6935-11A
TCGA-CV-6939-11A
TCGA-CV-7235-11A
TCGA-CV-6961-11A
TCGA-BC-A10T-11A
TCGA-DD-A113-11A
TCGA-EP-A26S-11A
TCGA-DD-A39V-11A
TCGA-BC-A10Y-11A
TCGA-DD-A119-11A
TCGA-DD-A1EG-11A
TCGA-BC-A10Z-11A
TCGA-DD-A3A1-11A
TCGA-EP-A12J-11A
TCGA-BD-A3EP-11A
TCGA-DD-A1EC-11A
TCGA-DD-A1EB-11A
TCGA-DD-A39X-11A
TCGA-FV-A23B-11A
TCGA-BC-A10U-11A
TCGA-DD-A11C-11A
TCGA-DD-A114-11A
TCGA-BC-A10R-11A
TCGA-DD-A11D-11A
TCGA-BD-A2L6-11A
TCGA-DD-A11B-11A
TCGA-DD-A1EL-11A
TCGA-DD-A3A2-11A
TCGA-BC-A10W-11A
TCGA-DD-A1EI-11A
TCGA-BC-A10X-11A
TCGA-DD-A39Z-11A
TCGA-DD-A39W-11A
TCGA-BC-A216-11A
TCGA-DD-A3A3-11A
TCGA-DD-A1EJ-11A
TCGA-DD-A11A-11A
TCGA-BC-A10Q-11A
TCGA-BC-A110-11A
TCGA-DD-A1EE-11A
TCGA-DD-A118-11A
TCGA-ES-A2HT-11A
TCGA-DD-A116-11A
TCGA-DD-A1EH-11A
TCGA-FV-A2QR-11A
TCGA-06-AABW-11A
TCGA-EL-A3TB-11A
TCGA-BJ-A28W-11A
TCGA-EL-A3T7-11A
TCGA-BJ-A28X-11A
TCGA-BJ-A290-11A
TCGA-EL-A3N3-11A
TCGA-EM-A1YC-11A
TCGA-BJ-A2N7-11A
TCGA-ET-A3DP-11A
TCGA-EM-A3ST-11A
TCGA-BJ-A2N9-11A
TCGA-EM-A1CW-11A
TCGA-EM-A1CT-11A
TCGA-EL-A3GZ-11A
TCGA-EL-A3N2-11A
TCGA-EL-A3MX-11A
TCGA-EL-A3ZO-11A
TCGA-ET-A3DW-11A
TCGA-E8-A2JQ-11A
TCGA-BJ-A3PU-11A
TCGA-BJ-A2NA-11A
TCGA-EL-A3H7-11A
TCGA-BJ-A28R-11A
TCGA-H2-A3RI-11A
TCGA-EL-A3H2-11A
TCGA-EL-A3ZH-11A
TCGA-DO-A1JZ-11A
TCGA-EL-A3TA-11A
TCGA-H2-A2K9-11A
TCGA-EL-A3ZG-11A
TCGA-EL-A3ZL-11A
TCGA-EM-A1CS-11A
TCGA-EL-A3ZP-11A
TCGA-EL-A3MW-11A
TCGA-EL-A3ZK-11A
TCGA-EM-A1CU-11A
TCGA-BJ-A3PR-11A
TCGA-FY-A3TY-11A
TCGA-EL-A3T3-11A
TCGA-BJ-A2N8-11A
TCGA-EM-A1CV-11A
TCGA-EL-A3MY-11A
TCGA-ET-A2N5-11B
TCGA-GE-A2C6-11A
TCGA-EL-A3T0-11A
TCGA-EL-A3T2-11A
TCGA-EL-A3H1-11A
TCGA-EL-A3T6-11A
TCGA-EL-A3T1-11A
TCGA-EL-A3T8-11A
TCGA-AD-6888-01A
TCGA-G4-6298-01A
TCGA-AZ-6608-01A
TCGA-G4-6294-01A
TCGA-G4-6625-01A
TCGA-G4-6314-01A
TCGA-G4-6588-01A
TCGA-A6-2677-01A
TCGA-A6-2682-01A
TCGA-G4-6310-01A
TCGA-AA-3662-01A
TCGA-AZ-4681-01A
TCGA-A6-6649-01A
TCGA-AD-6548-01A
TCGA-AA-3506-01A
TCGA-DM-A285-01A
TCGA-G4-6321-01A
TCGA-AD-6964-01A
TCGA-AZ-6601-01A
TCGA-G4-6628-01A
TCGA-AA-3496-01A
TCGA-A6-4105-01A
TCGA-AA-3713-01A
TCGA-AZ-4313-01A
TCGA-AA-3697-01A
TCGA-CM-5863-01A
TCGA-CM-4750-01A
TCGA-G4-6586-01A
TCGA-G4-6307-01A
TCGA-AA-3511-01A
TCGA-D5-5538-01A
TCGA-CA-5255-01A
TCGA-NH-A5IV-01A
TCGA-A6-2680-11A
TCGA-A6-2680-01A
TCGA-A6-6781-01B
TCGA-A6-6781-01A
TCGA-T9-A92H-01A
TCGA-AY-A8YK-01A
TCGA-CM-5341-01A
TCGA-F4-6807-01A
TCGA-AZ-4616-01A
TCGA-DM-A28K-01A
TCGA-AY-A71X-01A
TCGA-A6-6652-01A
TCGA-F4-6703-01A
TCGA-AD-6965-01A
TCGA-AZ-4315-01A
TCGA-AA-3712-01A
TCGA-DM-A28A-01A
TCGA-A6-6648-01A
TCGA-G4-6627-01A
TCGA-AZ-6603-01A
TCGA-QG-A5Z1-01A
TCGA-CM-6676-01A
TCGA-F4-6570-01A
TCGA-CM-6680-01A
TCGA-AD-6889-01A
TCGA-A6-6782-01A
TCGA-CM-5860-01A
TCGA-D5-6534-01A
TCGA-A6-6138-01A
TCGA-CM-6170-01A
TCGA-AD-6890-01A
TCGA-A6-6140-01A
TCGA-CM-6169-01A
TCGA-CM-6164-01A
TCGA-CA-6718-01A
TCGA-G4-6311-01A
TCGA-A6-5665-01A
TCGA-A6-5665-01B
TCGA-CM-4751-01A
TCGA-CM-5862-01A
TCGA-QL-A97D-01A
TCGA-AZ-4323-01A
TCGA-QG-A5YW-01A
TCGA-G4-6304-01A
TCGA-A6-3810-01A
TCGA-D5-6926-01A
TCGA-CA-6717-01A
TCGA-G4-6626-01A
TCGA-CM-5868-01A
TCGA-AZ-4614-01A
TCGA-D5-6923-01A
TCGA-A6-2672-01B
TCGA-D5-6932-01A
TCGA-A6-4107-01A
TCGA-CM-6171-01A
TCGA-A6-5666-01A
TCGA-AU-6004-01A
TCGA-A6-5659-01A
TCGA-AZ-4615-01A
TCGA-D5-5539-01A
TCGA-F4-6704-01A
TCGA-F4-6856-01A
TCGA-A6-5661-01B
TCGA-A6-5661-01A
TCGA-CK-4951-01A
TCGA-AA-3492-01A
TCGA-F4-6855-01A
TCGA-AU-3779-01A
TCGA-CM-6168-01A
TCGA-G4-6315-01A
TCGA-G4-6309-01A
TCGA-AY-6196-01A
TCGA-QG-A5YV-01A
TCGA-F4-6854-01A
TCGA-NH-A6GC-01A
TCGA-A6-2675-01A
TCGA-D5-6922-01A
TCGA-AD-5900-01A
TCGA-DM-A288-01A
TCGA-G4-6303-01A
TCGA-AM-5820-01A
TCGA-D5-6898-01A
TCGA-F4-6461-01A
TCGA-AY-6386-01A
TCGA-D5-6541-01A
TCGA-CA-5797-01A
TCGA-AD-6963-01A
TCGA-NH-A50T-01A
TCGA-5M-AAT5-01A
TCGA-DM-A1HA-01A
TCGA-CK-5914-01A
TCGA-D5-6931-01A
TCGA-AM-5821-01A
TCGA-D5-6929-01A
TCGA-AZ-6607-01A
TCGA-AA-3494-01A
TCGA-A6-6650-01A
TCGA-A6-6650-01B
TCGA-AA-3488-01A
TCGA-CK-6747-01A
TCGA-WS-AB45-01A
TCGA-AA-3502-01A
TCGA-DM-A1D4-01A
TCGA-DM-A28E-01A
TCGA-A6-6780-01B
TCGA-A6-6780-01A
TCGA-CK-6748-01A
TCGA-4N-A93T-01A
TCGA-CM-5861-01A
TCGA-NH-A50U-01A
TCGA-F4-6459-01A
TCGA-D5-6538-01A
TCGA-5M-AATE-01A
TCGA-DM-A0XD-01A
TCGA-CK-6746-01A
TCGA-D5-6927-01A
TCGA-AZ-6598-01A
TCGA-D5-5537-01A
TCGA-G4-6322-01A
TCGA-CM-5348-01A
TCGA-F4-6806-01A
TCGA-D5-6924-01A
TCGA-AZ-6599-01A
TCGA-5M-AAT6-01A
TCGA-AD-6895-01A
TCGA-CK-5912-01A
TCGA-3L-AA1B-01A
TCGA-AA-3510-01A
TCGA-A6-6653-01A
TCGA-CM-5344-01A
TCGA-DM-A0XF-01A
TCGA-AD-A5EJ-01A
TCGA-CA-5256-01A
TCGA-QG-A5YX-01A
TCGA-CA-6716-01A
TCGA-D5-6920-01A
TCGA-A6-6654-01A
TCGA-CK-4950-01A
TCGA-D5-6529-01A
TCGA-CK-4952-01A
TCGA-AZ-4684-01A
TCGA-DM-A1D8-01A
TCGA-A6-2681-01A
TCGA-CM-5349-01A
TCGA-CM-6162-01A
TCGA-DM-A28H-01A
TCGA-AD-6901-01A
TCGA-G4-6306-01A
TCGA-CM-6674-01A
TCGA-AA-3655-01A
TCGA-AD-6899-01A
TCGA-G4-6317-01A
TCGA-A6-6137-01A
TCGA-CM-4752-01A
TCGA-DM-A1D7-01A
TCGA-D5-6537-01A
TCGA-CK-4947-01B
TCGA-CM-6675-01A
TCGA-G4-6299-01A
TCGA-SS-A7HO-01A
TCGA-D5-6540-01A
TCGA-A6-A567-01A
TCGA-A6-2686-01A
TCGA-CA-6715-01A
TCGA-CK-5915-01A
TCGA-A6-A566-01A
TCGA-CA-5254-01A
TCGA-A6-5660-01A
TCGA-D5-6536-01A
TCGA-DM-A28M-01A
TCGA-AZ-6600-01A
TCGA-AA-3663-01A
TCGA-A6-2684-01A
TCGA-A6-2684-11A
TCGA-CK-6751-01A
TCGA-DM-A1HB-01A
TCGA-QG-A5Z2-01A
TCGA-CM-6166-01A
TCGA-AZ-4308-01A
TCGA-NH-A8F8-01A
TCGA-AZ-6606-01A
TCGA-DM-A280-01A
TCGA-CK-5913-01A
TCGA-G4-6320-01A
TCGA-DM-A28F-01A
TCGA-G4-6323-01A
TCGA-A6-6651-01A
TCGA-A6-2679-01A
TCGA-5M-AAT4-01A
TCGA-AY-5543-01A
TCGA-AA-3495-01A
TCGA-DM-A1D0-01A
TCGA-G4-6293-01A
TCGA-A6-5667-01A
TCGA-F4-6460-01A
TCGA-D5-5540-01A
TCGA-CM-6161-01A
TCGA-CK-5916-01A
TCGA-CM-6172-01A
TCGA-A6-A5ZU-01A
TCGA-F4-6808-01A
TCGA-NH-A6GA-01A
TCGA-A6-2671-01A
TCGA-A6-2671-11A
TCGA-CM-4747-01A
TCGA-A6-6141-01A
TCGA-CM-5864-01A
TCGA-CK-4948-01B
TCGA-RU-A8FL-01A
TCGA-G4-6297-01A
TCGA-NH-A8F7-01A
TCGA-CA-5796-01A
TCGA-G4-6302-01A
TCGA-A6-A56B-01A
TCGA-DM-A0X9-01A
TCGA-CM-6679-01A
TCGA-AA-3509-01A
TCGA-AZ-6605-01A
TCGA-AZ-5403-01A
TCGA-A6-3809-01A
TCGA-CM-6163-01A
TCGA-D5-5541-01A
TCGA-A6-5662-01A
TCGA-CA-6719-01A
TCGA-D5-6535-01A
TCGA-4T-AA8H-01A
TCGA-CM-6677-01A
TCGA-5M-AATA-01A
TCGA-D5-6532-01A
TCGA-AY-A69D-01A
TCGA-AZ-5407-01A
TCGA-AA-3489-01A
TCGA-CM-4746-01A
TCGA-F4-6809-01A
TCGA-A6-6142-01A
TCGA-CM-4743-01A
TCGA-F4-6463-01A
TCGA-CM-4744-01A
TCGA-CM-4748-01A
TCGA-F4-6569-01A
TCGA-NH-A50V-01A
TCGA-CM-6167-01A
TCGA-D5-7000-01A
TCGA-CM-6678-01A
TCGA-DM-A1DB-01A
TCGA-AY-A54L-01A
TCGA-A6-5657-01A
TCGA-A6-A565-01A
TCGA-G4-6295-01A
TCGA-NH-A6GB-01A
TCGA-DM-A1D9-01A
TCGA-D5-6531-01A
TCGA-AZ-4682-01B
TCGA-A6-2685-11A
TCGA-A6-2685-01A
TCGA-DM-A282-01A
TCGA-F4-6805-01A
TCGA-AD-A5EK-01A
TCGA-DM-A1D6-01A
TCGA-A6-5656-01B
TCGA-A6-5656-01A
TCGA-D5-6928-01A
TCGA-D5-6539-01A
TCGA-DM-A1DA-01A
TCGA-CM-6165-01A
TCGA-AY-6197-01A
TCGA-DM-A28C-01A
TCGA-A6-5664-01A
TCGA-D5-6530-01A
TCGA-AA-3660-01A
TCGA-D5-6533-01A
TCGA-DM-A28G-01A
TCGA-X7-A8D6-11A
TCGA-X7-A8D7-11A
TCGA-EJ-7123-11A
TCGA-G9-6499-11A
TCGA-EJ-7784-11A
TCGA-G9-6333-11A
TCGA-G9-6365-11A
TCGA-CH-5761-11A
TCGA-EJ-7786-11A
TCGA-EJ-7125-11A
TCGA-EJ-7331-11A
TCGA-G9-6356-11A
TCGA-EJ-7781-11A
TCGA-HC-7819-11A
TCGA-EJ-7327-11A
TCGA-HC-7211-11A
TCGA-G9-6362-11A
TCGA-G9-6351-11A
TCGA-CH-5768-11A
TCGA-HC-7745-11A
TCGA-EJ-7317-11A
TCGA-HC-7737-11A
TCGA-G9-6348-11A
TCGA-CH-5767-11B
TCGA-HC-7752-11A
TCGA-G9-6342-11A
TCGA-HC-7742-11A
TCGA-G9-6384-11A
TCGA-CH-5769-11A
TCGA-EJ-7782-11A
TCGA-EJ-7794-11A
TCGA-G9-6363-11A
TCGA-EJ-7789-11A
TCGA-EJ-7792-11A
TCGA-EJ-7785-11A
TCGA-G9-6496-11A
TCGA-EJ-7328-11A
TCGA-V5-A7RE-11A
TCGA-V5-AASX-11A
TCGA-L5-A4OF-11A
TCGA-L5-A4OM-11A
TCGA-L5-A4OQ-11A
TCGA-IC-A6RE-11A
TCGA-IG-A3I8-11A
TCGA-L5-A43C-11A
TCGA-L5-A4OJ-11A
TCGA-L5-A4OG-11A
TCGA-IC-A6RF-11A
TCGA-BT-A20N-11A
TCGA-K4-A5RI-11A
TCGA-GC-A3WC-11A
TCGA-CU-A0YR-11A
TCGA-GC-A3BM-11A
TCGA-CU-A0YN-11A
TCGA-GC-A6I3-11A
TCGA-K4-A3WV-11A
TCGA-BT-A20R-11A
TCGA-GD-A3OQ-11A
TCGA-GD-A3OP-11A
TCGA-BT-A20W-11A
TCGA-K4-A54R-11A
TCGA-BL-A13J-11A
TCGA-GD-A2C5-11A
TCGA-BT-A2LA-11A
TCGA-BT-A20U-11A
